Cruise,Date,Region,Reef,DataSource,CapMeth,Trap#,Species,LthStd,LthFrk,LthTot,WtTot,FrameWt,Sex,GonadWt
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,28.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Sufflamen fraenatus,0,25.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Sufflamen fraenatus,0,18,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Choerodon venustus,0,26,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Sufflamen fraenatus,0,33.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,45,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Gymnocranius audleyi (=bitorquatus),0,23.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,43.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Saurida undosquamis,0,41,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,33,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Choerodon venustus,0,32,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,32,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,30,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Choerodon venustus,0,36,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,43.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,43.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Sufflamen fraenatus,0,34,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Sufflamen fraenatus,0,25,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,32.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Choerodon venustus,0,25,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Galeocerdo cuvier,0,120,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,25,0,319,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Choerodon venustus,0,31.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Epinephelus fasciatus,0,28,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,24,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,34.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,32.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Carangoides fulvoguttatus,0,42,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,27,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,31,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,27,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,1,Lutjanus amabilis (=adetii),0,19,0,124,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,25,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Lethrinus variegatus,0,20,0,123,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,3,Pentapodus setosus,0,23,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,9,Lethrinus miniatus,0,37.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Choerodon venustus,0,25,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Abalistes stellaris,0,27,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Abalistes stellaris,0,21,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Abalistes stellaris,0,25.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,7,Pentapodus setosus,0,23.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Lethrinus variegatus,0,22,0,200,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,7,Lethrinus variegatus,0,24,0,248,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lethrinus variegatus,0,22.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Siganus spinus,0,24.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Siganus spinus,0,26,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Siganus spinus,0,27,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Abalistes stellaris,0,34,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Gymnocranius audleyi (=bitorquatus),0,25,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Gymnocranius audleyi (=bitorquatus),0,24.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,12,Sufflamen fraenatus,0,30.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,26,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,37.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Choerodon venustus,0,34.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,27.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,23,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,24.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,25.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,7,Pentapodus setosus,0,23,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,25.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,1,Lutjanus vitta,0,20,0,125,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,28,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,26.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,30,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,30.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,30.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,9,Plectropomus leopardus,0,59,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Trap,10,Siganus spinus,0,26,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,36,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,33,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,34,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,33,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,33,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,36,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,28,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,34,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus variegatus,0,25,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus variegatus,0,25,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Abalistes stellaris,0,42,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,35,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,28,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,28,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,28.5,0,0,0,,0
2,9/10/1988,Capricorns,Tryon,Res,Handline,0,Lutjanus amabilis (=adetii),0,26,0,325,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Pentapodus setosus,0,20,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gastrophysis sceleratus,0,75,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,30.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,31.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,36,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,24,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,21,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus miniatus,0,41,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,25,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,23,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,26.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,32.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Sufflamen fraenatus,0,31,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,29.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,38,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,28.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,33.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus variegatus,0,24,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Abalistes stellaris,0,35.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,24,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,25,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Pentapodus setosus,0,20.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,34.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,30,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,33,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,35,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Pentapodus setosus,0,21.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,33,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,34.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,31.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,30.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,29,0,504,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,26,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,32.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Choerodon venustus,0,35.5,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Epinephelus merra,0,37,0,0,0,,0
2,8/10/1988,Capricorns,Tryon,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Abalistes stellaris,0,33.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Pentapodus setosus,0,23,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Lutjanus vitta,0,31.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,32,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,31,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Sufflamen fraenatus,0,36.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Pentapodus setosus,0,19,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Lethrinus variegatus,0,24.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,24,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Choerodon venustus,0,32.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Abalistes stellaris,0,36.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,22.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,8/10/1988,Capricorns,Brew Shoal,Res,Handline,0,Echeneis naucrates,0,65,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,5,Lutjanus amabilis (=adetii),0,25.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,28,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,25.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,30.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,27,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,4,Gymnocranius audleyi (=bitorquatus),0,24,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Siganus spinus,0,27,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Siganus spinus,0,25.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Siganus spinus,0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Siganus spinus,0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Lutjanus amabilis (=adetii),0,25.5,0,276,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26.5,0,0,0,,0
2,4/10/1988,Bunkers,Hoskyn,Res,Trap,4,Gymnocranius audleyi (=bitorquatus),0,25,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,5,Lutjanus amabilis (=adetii),0,28,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,6,Gymnocranius audleyi (=bitorquatus),0,24,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,6,Gymnocranius audleyi (=bitorquatus),0,24.5,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,6,Gymnocranius audleyi (=bitorquatus),0,27,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,6,Siganus spinus,0,28.5,0,0,0,,0
2,4/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,27,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,27,0,0,0,,0
2,4/10/1988,Bunkers,Hoskyn,Res,Trap,2,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Lutjanus amabilis (=adetii),0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Lutjanus amabilis (=adetii),0,26.5,0,313,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Lethrinus miniatus,0,35,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,26.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,5,Siganus spinus,0,28.5,0,0,0,,0
2,4/10/1988,Bunkers,Hoskyn,Res,Trap,2,Gymnocranius audleyi (=bitorquatus),0,31.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lethrinus miniatus,0,31,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,27,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Handline,0,Lutjanus amabilis (=adetii),0,30.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,27.5,0,392,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,26.5,0,326,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,28.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,26.5,0,328,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,3,Gymnocranius audleyi (=bitorquatus),0,30.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lethrinus miniatus,0,37,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,1,Lutjanus amabilis (=adetii),0,24,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,1,Gymnocranius audleyi (=bitorquatus),0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,1,Gymnocranius audleyi (=bitorquatus),0,30,0,531,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,1,Gymnocranius audleyi (=bitorquatus),0,24.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,1,Gymnocranius audleyi (=bitorquatus),0,27,0,395,0,,0
2,9/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus miniatus,0,39,0,0,0,,0
2,9/10/1988,Capricorns,Tryon,Res,Handline,0,Lethrinus miniatus,0,30.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,26.5,0,290,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,29,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,27,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,29.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,23,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,25,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Gymnocranius audleyi (=bitorquatus),0,27.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,27,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,28.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,28.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,26.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Epinephelus fasciatus,0,33,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Siganus spinus,0,27,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,26.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,7,Abalistes stellaris,0,36,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,29,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,25.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,29,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,29,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,28,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,31,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,28.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,28.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,26.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,9,Gymnocranius audleyi (=bitorquatus),0,31,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,9,Lethrinus miniatus,0,38.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,9,Lethrinus miniatus,0,43.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,9,Gymnothorax sp.,0,90,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,8,Lethrinus miniatus,0,38,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,7,Lethrinus miniatus,0,36,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Siganus spinus,0,26,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,28.5,0,0,0,,0
2,3/10/1988,Bunkers,Hoskyn,Res,Trap,2,Lutjanus amabilis (=adetii),0,30,0,0,0,,0
2,5/10/1988,Bunkers,Hoskyn,Res,Trap,5,Gymnocranius audleyi (=bitorquatus),0,29,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,25,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,24,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,25.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,25,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,10,Gymnocranius audleyi (=bitorquatus),0,28.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,23.5,0,0,0,,0
2,7/10/1988,Capricorns,Tryon,Res,Trap,11,Lutjanus amabilis (=adetii),0,24.5,0,0,0,,0
